Sentences,Translation
騒ぐな落ちつけよ。,"Don't make a fuss, take it easy."
古い雑誌をひもで縛って部屋の隅に置いた。,I tied an old magazine with a piece of string and put it in the corner of the room.
髪の毛を後ろで一つに縛った。,I tied my hair back in a bun.
犬のひもを杭に縛っておいた。,He tied the dog's leash to a stake.
彼は一日中仕事に縛られていた。,He was tied to his work all day long.
時間に縛られていて自由に動けない。,He was tied to the time and could not move freely.
遅刻して、先生に叱られた。,He was late and was scolded by the teacher.
お父さんは厳しく息子を叱りました。,The father scolded his son severely.
母に叱られないように部屋を片付けた。,He cleaned up his room so that his mother would not scold him.
いくら叱っても、娘は言う事を聞かない。,"No matter how much I scolded her, she wouldn't listen to me."
そんなにがみがみ叱らないでください。,Please don't scold her so stridently.
旅館では畳に布団を敷いて寝ます。,"In ryokan, we sleep on tatami mats with futons on the floor."
床に赤いじゅうたんを敷きたい。,I want to put a red carpet on the floor.
ベッドに新しいシーツが敷いてある。,There are new sheets on the bed.
彼は女房の尻に敷かれている。,He's on his wife's ass.
空港からこの町まで鉄道を敷く計画がある,There are plans to build a railroad from the airport to this town.
ドアは自動的に閉まります。,The door closes automatically.
図書館は六時に閉まる,The library closes at six.
窓が全部閉まっているか確かめてください。,Please make sure that all the windows are closed.
このねじは完全に締まっていない。,This screw is not fully tightened.
靴ひもが固く締まっていてほどけない。,My shoelaces are tight and I can't untie them.
これを机の引き出しにしまってください。,Put this away in your desk drawer.
貴重品は金庫にしまってあります。,Your valuables are in the safe.
今日中に宿題をやってしまいます。,I will do my homework by the end of the day.
この小説はもう全部読んでしまった。,I've already read all of this novel.
電話番号を間違えてしまいました。,I've got the wrong phone number.
ドアを閉めてください。,Please close the door.
窓を閉めるのを忘れた。,I forgot to close the window.
車に乗ったらシートベルトを締めなければならない。,"When you get into the car, you must fasten your seatbelt."
彼は会社で重要な地位を占めている。,He occupies an important position in the company.
電気製品は輸出の六割を占めている。,Electrical products account for sixty percent of our exports.
温度計は零下十度を示した。,The thermometer read ten degrees below zero.
彼女は私の事情に理解を示してくれた,She was very understanding of my situation.
彼は私の言った事に興味を示さなかった。,He was not interested in what I had to say.
この地図で都市は赤い点で示されている。,"On this map, cities are marked with red dots."
市場は景気が回復する兆候を示している。,The market is showing signs of economic recovery.
私は彼女の成功を信じています。,I believe in her success.
