Words,Meaning,Sentences,Translation,Level
いかんにかかわらず,regardless of,この区では場所のいかんにかかわらず路上喫煙は禁止です。,"Smoking on the street is prohibited in this ward, regardless of the location.",2
いかんによらず,regardless of-doesn’t depend on whether,進行状況のいかんによらず中間報告を提出してください。,Please submit an interim report regardless of the progress.,2
身内,relative,身内に医者がいるとなんかと安心だ。,It's a relief to have a doctor as a relative.,2
肉親,immediate family-blood relative,彼女は肉親の一人を失った。,She had lost one of her immediate family members.,2
頑丈,solid-firm-sturdy,この机は頑丈に出来ている。,This desk is solidly built.,2
ようなら,if it looks,明日お天気がよいようなら、ハイキングにいけませんか。,"If the weather is going to be good tomorrow, shall we go hiking?",2
ようだったら,if it looks,遅れるようだったら、おでんわください。,"If you are going to be late, please call.",2
のような,something like,6月が来たばかりなのに真夏のような暑さだ。,"Although June has only just begun, it is hot like midsummer.",2
ような,something like,会場は割れるような拍手に渦につつまれた,The grounds were engulfed by tumultuous applause.,2
無言,silence-muteness,彼女の悲しみは無言でこぼす涙になって表れた。,Her sorrow found expression in silent tears.,2
異常,strangeness-abnormality-disorder,彼女の異常なふるまいから何を推測しますか。,What do you infer from her strange behavior?,2
責任,duty-responsibility,誰にその事故の責任があるのか。,Who is to blame for the accident?,2
苦労,trouble-hardship-difficulty-labour,だれでも苦労の無い生活を望んでいる。,Every one wants to live free from care.,2
一歩,"a step, level, stage",一歩でも動いてごらん、崖から落ちてしまうよ。,"A single step, and you will fall over the cliff.",2
品,article-item-goods-stock,この品の税金分はむこうでお支払い下さい。,Please pay the tax on the items over there.,2
殴る,strike-hit-beat,彼は荒々しいサッカーの試合の間、鉄の棒で殴られた。,He was beaten with an iron rod during a violent soccer match.,2
勤める,work for- employed,彼女は商事会社に勤めている。,She is employed in a trading company.,2
女中,maid-hostess,その劇で彼女は女中と女店員との二役を努めた。,In the play she doubled the parts of a maid and shop girl.,2
悟る,perceive-sense-discern,そのときになって初めて私は自分の誤りを悟った。,It was not until then that I realized my mistake.,2
役者,actor-actress,この役者のことはいままで聞いたことがない。,I've never heard of this actor.,2
データ,data-datum,天気の予報は過去のデータに基づいて行われる。,"The weather is forecast, using the past data as a basis.",2
素人,amateur-layman-ordinary person,彼はしろうとの庭師だが、彼の育てる花は美しい。,"He is an amateur gardener, but his flowers are beautiful.",2
蝶,butterfly,少女たちはさながら蝶のように軽やかに踊っていた。,The girls were dancing lightly like so many butterflies.,2
革命,revolution,革命は新たな時代をもたらした。,The revolution brought in a new era.,2
洞窟,cavern-cave,私たちはそのまま洞窟の口にボートで突っ込んで行きました。,We plunged into the cave opening on our boat and continued on.,2
ニコニコ,smilingly-with a friendly grin,写真に写っている人は皆にこにこしている。,Everybody in the picture is smiling.,2
緑色,green-emerald green,緑色である事がその種のりんごの特徴なのです。,A green color is a characteristic of that type of apple.,2
チェック,check-checkered,少女は自転車の後部をチェックしている。,The girl is checking out the rear of the bicycle.,2
湿る,damped-moist,太陽と湿った気候が熱帯雨林を作った。,The sun and a damp climate made the tropical rainforest.,2
仲良く,good terms with-getting along well,私たちは隣近所とは仲良くしている。,We get on well with our neighbors.,2
ゴール,goal-basket,彼はボールをゴールに蹴り入れた。,He kicked the ball into the goal.,2
救急車,ambulance,病人は救急車で病院へ急いで運ばれた。,The sick person was rushed to the hospital in an ambulance.,2
パトカー,patrol car,私たちはパトカーが全速力で走っているのを見た。,We saw a patrol car running at full speed.,2
勘弁,pardon-forgiveness,ちょっと勘弁して下さい。,"Give me a break, will you?",2
血液,blood,適度な運動は血液の循環を活発にする。,Moderate exercise stimulates the circulation of blood.,2
赤ちゃん,baby-infant,私は赤ちゃんが目を覚まさないようにつま先で歩いた。,I walked on tiptoes so as not to wake the baby.,2
そそぐ,pour-sprinkle-flow into,彼女は洗面器に水を注いだ。,She poured water into the basin.,2
越し,across-over-beyond,彼は眼鏡越しに私をにらみつけた。,He looked sharply at me over his spectacles.,2
打撃,blow-shock-strike,円高はその会社にとって致命的な打撃だった。,The strong yen was a fatal blow to the company.,2
承諾,consent-approval-acceptance,私はその計画を承諾することができません。,I cannot approve the project.,2
脅迫,threat-menace-coercion,彼女は彼の発言を脅迫と解釈した。,She interpreted his remarks as a threat.,2
転じる,turn-shift-alter,災いを転じて福としなさい。,Turn your misfortune to account.,2
溝,ditch-drain,彼はその浅い溝を飛び越えた。,He leaped over the shallow ditch.,2
ランチ,lunch,日時を決めて一緒にランチを食べよう。,Let's set a time and day and have lunch together!,2
便り,news-tidings-information,便りがないのは良い知らせ。,No news is good news.,2
花壇,flower bed,花壇のチューリップが咲いている。,The tulips are in bloom in the flower bed.,2
地形,terrain-topography,地形測量。,A topographical survey.,2
仕事場,place where one works-working area,彼は仕事場でテーブルを作っているところだ。,He's making a table in his workshop.,2
出産,childbirth-birth-delivery,彼女は健康な赤ん坊を出産した。,She gave birth to a healthy baby.,2
おめでとう,congratulations,誕生日おめでとうございます。,Happy birthday!,2
痛手,serious wound-hard blow,彼の死は我が社にとって大きな痛手であった。,His death was a great loss to our firm.,2
長女,eldest daughter-first-born daughter,彼は二番目のレストランの経営を、長女にまかせた。,He put his eldest daughter in charge of his second restaurant.,2
