Words,Meaning,Sentences,Translation
ぎこちない,awkward-clumsy-stiff-crude,彼は動作がぎこちない。,He is awkward in his movements.
キット,kit,配線を間違えないように注意してキットを組み立てた。,I built the kit taking care not to make mistakes in the wiring.
差し支える,interfere-hinder-impeded,大丈夫よ！私は飲んでも運転に差し支えない。,I'm fine! I can drink and not be affected by driving.
現れ,embodiment-manifestation-materialization,それは彼女の性格の表れだ。,It is an index of her character.
見直し,review-reconsideration-revision,見直をしようじゃないか。,"Let's review it, shall we?"
社会党,socialist party,社会党が大統領候補として立つ準備を彼にさせた。,The Socialist Party groomed him as a presidential candidate.
決算,settlement of accounts,その会社は毎年３月に決算をする。,The company closes its books at the end of March.
冷戦,cold war,冷戦の緊張が高まった。,Cold-war tension has mounted.
現行,present-current-in operation,現行の法律は人種の多様性を考慮していない。,Existing legislation does not take diversity of races into account.
鑑賞,appreciation-aesthetic sense,彼は文学を正しく鑑賞できるようになった。,He learned to appreciate literature.
必然的,inevitable-necessary,それは必然的に延期しなければならない。,"It must, of necessity, be postponed."
気合,fighting spirit-motivation-effort,チームは試合に向けて気合いが入っている。,The team is up for the game.
プリント,print-copy-handout-flyer,先生は生徒たちにプリントを配布した。,The teacher distributed the handouts to the students.
肝臓,liver,私は肝臓の病歴がある。,I have a history of liver trouble.
配給,distribution-rationing,彼らはパンと牛乳の追加配給を交渉で決めた。,They bargained additional rations of bread and milk.
一等,first-class-rank-most-best,彼はそのコンテストで一等になった。,He got the first prize in the contest.
強固,firm-strong-solid-stable,彼は強固な性格の人物だ。,He is a man of firm character.
動物園,zoo,私はその有名な動物園をたずねるつもりだ。,I am going to visit the famous zoo.
着用,wearing- having on,従業員は制服を着用しなければならない。,Employees are required to wear uniforms.
とする,try to-about to do,彼は深く感動して、感謝の言葉を述べようとした。,"Deeply moved, he tried to express his thanks."
進む,advance-go forward-go ahead,船は目的地に向かって進んだ。,The ship proceeded to her destination.
外,outside-exterior,外からの圧力がますます激しくなってきている。,External pressure grows ever more intense.
だから,so-therefore,彼女は行くように頼まれた、だから出かけた。,"She was asked to go, and she left accordingly."
だろう,seems-i think,私たちが宇宙旅行を楽しめる日がくるだろう。,The day will come when space travel becomes possible.
戻る,turn back-return-go back,待ってろよ、すぐ戻るから。,Wait for me. I'll be back in no time.
診る,examine medically,急患で診ていただきたいのですが。,I need medical help.
君,you-buddy-pal,君の自慢話はもう聞き飽きた。,I'm tired of hearing your boastful tales.
ふたり,two persons-couple,二人が幸せでありますように。,May you both be happy!
のに,although-despite-even though,この本を読むのに２時間かかります。,It takes two hours to read this book.
弟,younger brother-little brother,弟は記憶力がいいです。,My brother has a good memory.
弾く,play a stringed or keyboard instrument,彼らはギターを弾くことができる。,They can play the guitar.
方,"direction-way, method",彼女のテントの張り方を実演しながら教えた。,She gave an illustration of how to pitch a tent.
方,person-person in charge of,担当の方はどなたですか。,Who is the person in charge?
だろうか,question-don’t you think?,一体その報告は本当だろうか。,Can the report be true?
鳴く,sing-make sound-chirp,その動物はキーキー鳴いた。,The animal made a squeaking sound.
ほど,degree-extent-upper limit,彼はその質問に答えられるほど賢かった。,He is so clever that he could answer the question.
だと,if it's the case,嵐の日に山に登るのは危険だと思う。,I think it's dangerous to climb a mountain on a stormy day.
所,place-spot-scene-site,彼らはその建物の見える所へやってきた。,They came in sight of the building.
ところ,point-aspect-side-facet,この電子辞書は携帯しやすいところが味噌です。,The good thing about this electronic dictionary is that it's easy to carry.
話,talk-speech-chat,さえぎらないで私の話を最後まで聞いてください。,"Don't interrupt me but hear me out, please."
もう,now-soon-shortly,９時ですからもう失礼します。,It is nine. I'm afraid I must be leaving now.
もう,already-yet-by now-not anymore,私はもうそれをやってしまった。,I have done it already.
より,than-from-out of-since,彼は私よりピアノがうまい。,He can play the piano better than I.
持つ,hold-take-possess-have-own,あなたの鞄をお持ちしましょうか。,Shall I carry your bag?
回,counter for occurrences,私は３回京都を訪れたことがあります。,I have visited Kyoto three times.
伝わる,handed down- introduced-transmitted,私の意図は十分あなたに伝わった。,My intentions reached you clearly enough.
私用,personal use-private use,上司は会社の電話で私用の電話をかけたといって私をひどく叱った。,My boss called me down for making private calls on the office phone.
