W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
変る,change,モダン,Modern,免責,Disclaimer,公庫,Public Finance,不公平,Unfair,同窓会,Reunion
欠落,lack,反射,reflection,セミナー,Seminar,流布,Distribution,町長,Mayor,拒絶,Rejection
握り,grip,愛読,love reading,ショップ,Store,ピアノ,Piano,府県,Prefecture,教員,Teachers
元旦,New Year's Day,パートナー,Partners,一族,Family,ジェット,Jet,風情,Customs,絵本,Picture book
担う,carry,コンタクト,Contact,新株,New stock,随所,everywhere,結婚式,Wedding ceremony,国債,Government Bonds
詩集,collection of poems,思いがけない,Unexpected,退場,Exit,アート,art,原文,Original text,棄却,rejection
通り,street,滅びる,perish,知性,Intelligence,道端,Roadside,訳者,Translator,語句,words
行き着く,arrive,無名,anonymous,人間らしい,Human-like,認可,Authorization,駅伝,Ekiden,途方,way
パンフレット,Brochures,あいにく,unfortunately,史上,history,国歌,national anthem,パイロット,Pilot,ラベル,Labels.
お手伝い,Assistance,源氏,Genji,迷い,lost,連行,marching,自国,own country,ミラー,Mirror
籍,register,右側,right side,流入,influx,メーター,meter,失踪,Disappearance,配列,Array
ヶ所,location,考え直す,Reconsider,果てしない,endless,勝ち取る,win,望ましい,Desirable,貸出,Lending
掲示板,Bulletin Board,陣営,camp,侵攻,invasion,神学,theology,ホームズ,Homes,食らう,eat
日産,Nissan,神聖,sacred,リサイクル,recycling,ハリケーン,Hurricane,クリーニング,Cleaning,剃る,shave
同じく,Same as above,ニュートン,Newton,大勢,multitudes,東北,Northeast,社会党,Socialist Party,激動,upheaval
片付け,Tidy up,意気込む,be enthusiastic,尋問,Interrogation,最期,The end,凝縮,Condensation,晴天,clear sky
死後,After death,内定,offer,薬剤,Drugs,脳裏,Brain,高齢,Old age,ベストセラー,best seller
生息,alive,信条,creed,小僧,Kid,神秘,Mysteries,ユニット,Unit,申し立て,allegation
柳,willow,反戦,Anti-war,凶悪,Evil,ちょっと,A little,身元,Identity,概算,rough estimate
行なう,perform,乱れ,disorder,四方,four directions,自粛,Self-restraint,一見,At a glance,仰ぐ,look up
趣向,taste,個々人,Individuals,試みる,Trying,遮断,Cut off,同感,sympathy,コンディション,Condition
占い,divination,共産党,Communist Party,投棄,Throw away,助け合う,Help each other,再婚,Remarriage,大々的,large
見受ける,see,発する,Emerging,藍,indigo,モスクワ,Moscow,発酵,Fermentation,年次,Annual
注入,pouring,教徒,Churchmen,後悔,Regret,アッ,Ack.,文面,text,アイドル,Idol
沈没,submerge,日本海,Sea of Japan,プロレス,Pro wrestling,シック,sic,昔話,Old story,知り合う,make acquaintance
踏み切る,take the first step,マイクロ,Micro,凄まじい,awful,ビデオ,Video,野蛮,Savagery,三月,March
画期的,groundbreaking,埋もれる,Buried,件名,Subject,年々,Yearly,一向に,At once,憂慮,concern
おでん,oden,全米,All America,一因,one cause,弥生,Yayoi,押収,Seizure,音符,musical note
掛け,hanging,旅費,travel expenses,総長,general manager,スプレー,Spray,献身,Devotion,帰り道,On the way home
着席,seated,用具,equipment,終値,end value,拳銃,handgun,過ぎ去る,Passing away,店内,In the store
ハッカー,hacker,周年,anniversary,初戦,First battle,次第に,next,言える,can say,平安,peace
本業,core business,コラム,Column,お守り,Amulet,バトン,baton,裕福,wealth,日経,Nikkei
列挙,enumerate,赤松,Red Pine,ハート,Heart,当の,The,揚げ,lift,伝承,Tradition
分かつ,dividing,撤廃,abolition,技法,Technique,ニコニコ,Smiling,デジタル,digital,吟味,examination
ファン,Fan,株式会社,Corporation,スロット,Slot,侮辱,insult,正す,correct,富裕,wealth
否認,Disavowal,予選,Qualification,その後,After that,変貌,Transformation,大差,big difference,屋台,food stall
ハンドル,Handle,発注,Order,あるいは,Or,タフ,Tough,仕草,gestures,読み上げる,read out
髪型,Hairstyle,交響楽,symphony music,定か,Definite,トレーニング,Training,それら,them,マーク,Mark
ミュージック,Music,アルプス,Alps,ドーナツ,Donuts,ロビン,Robin,電機,electric machine,共,common
一撃,blow,翌朝,Next morning,製薬,pharmaceutical,昭和,Showa,同等,equal,警報,Alarm
尽くす,serve,試写,preview,請け負う,undertaking,パレード,Parade,丸ごと,the whole thing,上院,Senate
破る,"to break, tear up",活力,vitality,敏感,sensitive (to),二つ,Two,作法,manners,均衡,Equilibrium
一家,a family,半分,half,のど,throat,天気,Weather,何となく,somehow or other,以来,Since
暇,Leisure,災害,disaster,溶け込む,Blending in,冬,Winter,宝石,Jewelry,変,change
圧力,Pressure,言わば,So to speak,占領,Occupy,熱,Heat,促進,Promotion,垂直,vertical
講師,Lecturer,手術,surgery,進学,going to school,問い,Question,反省,Reflection,俳句,Haiku
苦労,hardship,領,territory,架空,imaginary,代,generation,水泳,Swimming,学科,department
手伝う,help,頼る,rely on,課長,Chief,寮,Dormitory,限界,Limits,接続,Connection
変える,change,過去,past,適応,Adaptation,初,first,年間,Year,嫌う,Dislike
ご無沙汰,Long time no see,縮める,shorten,糸,Thread,大して,largely,警備,Security,免除,Exemption
資金,Funds,当然,natural,開発,Development,下位,lower rank,志望,Aspiration,保守,maintenance
木曜,Thursday,雑音,noise,大半,Most,非難,criticism,家畜,Livestock,見解,view
手袋,Glove,ゼロ,zero,電力,Electric power,乗車,Riding,報道,Press,居間,living room
観,view,アパート,Apartment,封筒,Envelope,熱心,enthusiasm,汗,Sweat,曲げる,Bend
故郷,Home,予測,Prediction,満点,Full Score,汽車,train,毛,Hair,就職,employment
釣り,Fishing,つまらない,Trivial,邪魔,Obstacle,軽減,reduction,順序,Order,居る,stay
沿い,along,受け取る,Receive,強力,Powerful,取り締まり,policing,出かける,Going out,規則,rules
説く,explain,泉,Fountain,訳す,translate,教養,culture,弱い,Weak,持つ,Have
退く,Retreat,恨み,Resentment,困る,trouble,超える,exceed,入る,enter,賃金,Wages
創刊,First issue,整える,Set up,比例,proportional,つもり,expectation,学力,Learning,試し,Try
紅葉,red leaves,使う,Use,了承,approval,長男,eldest son,獲得,gain,叶う,come true
行政,administration,まるで,As if,膝,knee,弾力,resilience,残す,leave,場合,Case
短期,Short-term,飾り,decoration,特権,privilege,筆記,writing,主任,Chief,健康,Health
免許,License,過ぎ,too much,形式,form,補う,supplement,正規,regular,いきなり,Suddenly
徹夜,All night,後輩,junior,氏名,Name,優先,Priority,笑顔,Smile,期待,Expectation
ともかく,Anyway,当日,On the day,通う,commute,記入,Writing,全国,Nationwide,建前,Pretense
番組,Programs,ペン,pen,同居,living together,考古学,Archaeology,様相,appearance,不思議,wonder
発見,Discovery,腸,Intestines,包丁,kitchen knife,サンドイッチ,Sandwiches,硬い,stiff,下,under
敬語,Honorific,歯医者,Dentist,さようなら,Good-bye,曜日,Day of the week,発達,development,看板,sign
転換,Conversion,有無,presence or absence,せめて,at least,品質,Quality,遺跡,remains,気象,weather
一致,match,始末,cleaning up,統制,control,振り向く,Turn around,文献,literature,ごろ,place
合う,match,扱う,handle,喪失,Loss,風車,Windmill,交差,Intersection,飯,food
皿,plate,丼,bowl,結果,result,否決,reject,送金,Remittance,決勝,final
夜明け,Dawn,上級,Advanced,限り,as long as,加味,Add,運ぶ,Transport,原始,origin
サンダル,Sandal,まま,Ma,割る,break,奥,back,語学,Language,込める,enshroud
干渉,Interference,並びに,and,滑る,Slip,再び,again,叔父,Uncle,蘇る,revive
八,8,出入り,in and out,迅速,quick,しまう,again,本部,Headquarters,到着,arrival
中年,Middle age,同志,comrades,唇,Lips,繁栄,Prosperity,作品,Works,道場,dojo
髪の毛,Hair,学芸,Arts and Sciences,提示,Presentation,画家,Painter,言う,Say,返す,return
議題,Agenda,やや,and,手順,Procedure,元年,First Year,婚約,Engagement,様,like
これから,From now on,着せる,dress,否定,Negation,屋上,Rooftop,ネクタイ,Necktie,採択,Adoption
死,Death,飛行場,airfield,招待,Invitation,審議,deliberation,縁,marriage,手当,treatment
用いる,Use,平気,okay,脱線,Derailment,四,Four,一体,One piece,よう,need
定期,Period,保管,Storage,小麦,Wheat,大会,Convention,予約,appointment,混雑,congestion
友達,Friends,強気,strong,変更,Change,抗議,Protest,おおよそ,Approximate,理論,theory
見送る,see off,軸,Axis,義務,Obligation,やっと,Finally,参議院,House of Councillors,下さる,please
儲ける,make a profit,飛び込む,Dive in,音楽,Music,悪,Bad,過ち,mistake,優勝,Winner
勝敗,win or lose,不満,dissatisfaction,済ませる,finish,警告,Warning,従来,Conventional,人格,Personality
演習,Exercises,通訳,Interpreter,続々,Continue,間違い,Mistake,珍しい,Unusual,公平,Fairness
孤児,orphan,合同,unite,沢山,A lot,滑る,Slip,鉱物,Mineral,恐ろしい,Terrible
時速,speed,掛ける,multiply,賞金,Bounty,すっかり,Totally,比較,Comparison,議員,Councilor
協議,discussion,素朴,naive,放す,Let go,判断,Judgment,湾,Bay,議長,Mr. Speaker
利子,interest,復活,revive,男性,Man,銀行,Bank,一流,first class,交差点,Intersection
仮定,Assumption,是正,correction,指,Finger,埋める,Fill in,厚い,thick,翻訳,Translation
身長,Height,共感,empathy,出口,Exit,理科,science,上品,Elegant,まずい,Bad
独身,Single,相続,inheritance,状態,State,値引き,Discounting,静止,Stationary,分子,Molecule
達成,Achievement,訴える,Appeal,接する,Contact,役割,Role,漏れる,leak,結構,Good
好き,Likes,露骨,blatant,ストーブ,Stove,特有,special,畑,field,優秀,Excellent
専門,specialty,融資,financing,電波,Radio wave,実に,real,展示,Exhibition,休める,Rest
引き取る,Take over,重ねる,overlap,独立,Independent,混ぜる,mix,軍備,military equipment,原点,Origin
修了,Completion,具合,condition,出動,Outgoing,個所,parts,呆れる,Stunned,行儀,Manners
武力,Military power,対面,face to face,負傷,Injury,籠,basket,深い,Deep,ざっと,briefly
土地,Land,関与,involvement,訓,instruction,信用,credit,好ましい,Favorable,介入,intervention
注目,Attention,宇宙,space,処罰,Punishment,舞台,Stage,慣れる,get used to,連帯,solidarity
国会,Parliament,かく,include,まれ,punishment,国籍,Nationality,じかに,directly,囲む,surround
果て,end,くわえる,include,制約,Restrictions,国,Country,白い,white,空,empty
思い出す,Reminder,途中,on the way,証拠,Evidence,制,system,替える,replace,給食,meal
雇用,Employment,ノート,notes,また,Also,文脈,Context,矢印,arrow,素晴らしい,wonderful
伝達,Communicate,感,feeling,友,friend,謎,Mystery,財産,property,ぶつかる,collide
恵まれる,be blessed,質問,questions,単純,Simple,総,general,運命,Destiny,肉,Meat
諸,Gentlemen,お互い,each other,不調,disorder,一連,series,本棚,Bookshelf,目次,Table of Contents
君,You,名刺,Business card,下痢,diarrhea,発言,statement,洗剤,Detergent,埋め込む,Embed
摩擦,Friction,地震,earthquake,体制,System,部分,part,連休,consecutive holidays,限定,Limitations
風,Wind,差別,discrimination,観測,Observation,来る,coming,細い,Fine,晩,evening
願う,Hope,問題,problem,夫,husband,関東,Kanto,はず,bead,愉快,pleasant
文化,Culture,地元,Local,国家,Nation,縫う,sew,水平,horizontal,名人,master
適当,Appropriate,値段,Price,知る,know,要素,element,建築,construction,開ける,open
夫婦,Couple,急,urgent,政府,Government,出席,Attendance,排水,Drainage,盾,shield
長編,Long story,記す,note,何,what,楽しみ,Fun,街道,Streets,出血,bleed
椅子,Chair,倉庫,warehouse,核,Nuclear,友好,Friendship,代わり,Alternatives,民俗,Folk customs
腹,belly,扱い,handling,事項,Matters,月曜日,Monday,基盤,Foundation,気軽,lighthearted
書籍,Book,喜劇,comedy,評価,Evaluation,業務,Business,耳,Ears,お昼,lunch
化学,Chemistry,改定,revision,読書,Reading,刻む,Carve,母,Mother,近郊,suburbs
横,horizontal,巡る,Going around,六,Six,旅,Travel,植える,Planting,浮く,float
配分,Distribution,抵抗,Resistance,破壊,Destruction,器具,Equipment,中立,Neutral,圧迫,oppression
お嬢さん,Miss,棚,shelf,過剰,Excess,仏教,Buddhism,田園,Rural,娯楽,entertainment
当て,aim,突っ込む,plunge,進行,Progression,来年,next year,上がり,Rising,缶詰,Canning
貯蔵,storage,欠ける,break,秘密,Secrets,孤独,Loneliness,変革,Transformation,ラジオ,Radio
意見,Opinion,絹,silk,及ぼす,Influence,中,Inside,当てはめる,apply,食糧,Food
発作,seizure,通行,Passage,花火,Fireworks,せっかく,At a loss,面倒,trouble,停滞,Stagnation
うっかり,careless,鉄鋼,steel,控除,Deduction,主役,Main role,手入れ,care,増進,increase
解決,Solution,睨む,stare,細かい,detail,お前,You,天候,weather,書斎,study
部下,subordinate,ご飯,rice,機関,Institution,動き,Movement,選ぶ,choose,もったいない,wasteful
臭い,Smell,掛かる,cost,関西,Kansai,組む,team,足りる,enough,集める,gather
支配,Domination,万,ten thousand,真剣,serious,同,Same,もう一度,Again,弾く,play
ごみ,Garbage,庭,garden,輝く,Shine,靴下,Sock,畜産,Livestock,元気,energy
入手,Obtain,溶ける,Melt,発揮,Display,申し訳,Sorry,比較的,Relatively,局,Station
触れる,Touch,分量,amount,支払,Payment,結成,formation,うなずく,Nod,常識,Common sense
簡素,Simplicity,残酷,cruelty,装備,Equipment,生産,Production,悪化,Worsening,必死,desperation
周辺,Periphery,給料,Salary,飛行,Flight,虎,tiger,流行,Epidemic,農地,farmland
