W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
すやすや,すやすや,peaceful and content,たんす,たんす,"chest of drawers, wardrobe",邪魔,じゃま,"hindrance, obstruction",済む,すむ,"be settled, complete"
乗り越す,のりこす,ride past,見上げる,みあげる,look up,くしゃみ,くしゃみ,sneeze,経験,けいけん,experience
眠り,ねむり,"sleep, slumber",花火,はなび,"fireworks, firecrackers",手洗い,てあらい,"toilet, washstand",規則,きそく,"rule, regulation"
男らしい,おとこらしい,"manly, masculine",見本,みほん,"sample, model",刻む,きざむ,cut fine,法律,ほうりつ,law
寒暖計,かんだんけい,thermometer,三日月,みかづき,"new moon, crescent moon",模様,もよう,"pattern, design",文法,ぶんぽう,grammar
じゃんじゃん,じゃんじゃん,"many times, repeatedly",シリーズ,シリーズ,series,フライパン,フライパン,frying pan,負ける,まける,lose
引っ掛ける,ひっかける,hook on,どうせ,どうせ,anyway,玉,たま,"bead, ball",勝つ,かつ,win
控え室,ひかえしつ,waiting room,満ちる,みちる,"be filled, expire",銅,どう,copper,回る,まわる,"turn round, go round, detour"
見違える,みちがえる,"mistake, fail to recognize",満員,まんいん,full to capacity,天皇,てんのう,emperor,数学,すうがく,mathematics
ほうき,ほうき,broom,一体,いったい,"what on earth, what the…",浮かべる,うかべる,set afloat,点,てん,"point, issue"
弱み,よわみ,"weakness, shortcoming",事,こと,"thing, incident",学ぶ,まなぶ,"learn, study",複雑,ふくざつ,"complicated, intricate"
握り締める,にぎりしめる,"squeeze, grip",とんでもない,とんでもない,"unthinkable, outrageous",哲学,てつがく,philosophy,簡単,かんたん,"simple, easy"
両手,りょうて,both hands,出場,しゅつじょう,participation,改善,かいぜん,"improvement, amelioration",試験,しけん,"test, examination"
抑える,おさえる,"suppress, bring under control",コンクール,コンクール,"contest, competition",綱,つな,"rope, line",試合,しあい,"match, game"
欲求,よっきゅう,"want, desire",最中,さいちゅう,"in the middle of, during",方面,ほうめん,direction,研究,けんきゅう,"research, study"
保育園,ほいくえん,"day-care center, nursery school",ハンドル,ハンドル,steering wheel,縄,なわ,"rope, cord",慣れる,なれる,grow accustomed to
目覚ましい,めざましい,"striking, marvelous",バック,バック,back,縛る,しばる,"bind, restrict",習慣,しゅうかん,"custom, habit"
挙げる,あげる,"cite, give (an example)",ナンバー,ナンバー,number,縫う,ぬう,"sew, stitch",押し入れ,おしいれ,closet
今更,いまさら,"now, too late",およそ,およそ,just about,焦点,しょうてん,"focus, focal point",引き出し,ひきだし,"drawer, withdrawal"
ロック,ロック,rock (music),交ぜる,まぜる,include,絞る,しぼる,"wring out, squeeze",弱い,よわい,weak
書き取り,かきとり,dictation,客間,きゃくま,"guest room, parlor",紺,こん,"dark blue, navy blue",教育,きょういく,education
つかむ,つかむ,"grip, grab",下水,げすい,"sewerage, drainage",紅葉,こうよう,"autumn leaves, crimson foliage",育てる,そだてる,"bring up, breed"
入門,にゅうもん,initiation,通行,つうこう,"passage, traffic",あちらこちら,あちらこちら,"all over, here and there",教会,きょうかい,church
偏る,かたよる,"be one-sided, deviate",東西,とうざい,east and west,口紅,くちべに,"lipstick, rouge",高校生,こうこうせい,high school student
一遍に,いっぺんに,all at once,地下,ちか,underground,虹,にじ,rainbow,小学校,しょうがっこう,elementary school
何遍,なんべん,how many times,やがて,やがて,"soon, before long",梅,うめ,plum blossom,校長,こうちょう,"principal, schoolmaster"
闘う,たたかう,fight,ふざける,ふざける,"mess around, fool around",解説,かいせつ,"explanation, commentary",高校,こうこう,high school
派閥,はばつ,"clique, faction",くたびれる,くたびれる,"get tired, be worn out",欄,らん,"column, field",中学校,ちゅうがっこう,junior high school
不愉快,ふゆかい,"unpleasant, disagreeable",のろのろ,のろのろ,"slowly, easy",巣,す,"nest, den",大学生,だいがくせい,university student
怪しむ,あやしむ,suspect,もしかすると,もしかすると,"possibly, perhaps",考慮,こうりょ,"consideration, deliberation",入学,にゅうがく,"enter a school, matriculate"
手当て,てあて,"allowance, medical care",毎度,まいど,"every time, always",癖,くせ,"habit, mannerism",文学,ぶんがく,literature
人差し指,ひとさしゆび,index finger,上達,じょうたつ,"progress, proficiency",越す,こす,"go over, surmount",生活,せいかつ,"life, living"
電卓,でんたく,pocket calculator,南北,なんぼく,north and south,峠,とうげ,"mountain pass, ridge",お土産,おみやげ,souvenir
雄大,ゆうだい,"grand, magnificent",全力,ぜんりょく,"all one's might, full capacity",崩れる,くずれる,"crumble, collapse",女性,じょせい,"woman, female"
正に,まさに,"just, surely",国語,こくご,"national language, Japanese",幸い,さいわい,"happiness, good fortune",男性,だんせい,"male, man"
学費,がくひ,"school expenses, tuition",通じる,つうじる,"pass, communicate with",嵐,あらし,storm,生きる,いきる,live (one's life)
原稿用紙,げんこうようし,"manuscript paper, writing pad",世の中,よのなか,"the world, society",たとえ,たとえ,"even if, granting that",投げる,なげる,"throw, abandon"
お陰,おかげ,"help, thanks to",ゆでる,ゆでる,boil,噂,うわさ,"gossip, rumor",打つ,うつ,"hit, strike"
物陰,ものかげ,place behind something,空き,あき,"vacancy, free time",広める,ひろめる,"spread, extend",気持ち,きもち,"feeling, sensation"
ぬるぬる,ぬるぬる,slimy,手間,てま,"trouble, time",わがまま,わがまま,"selfishness, willfulness",金持ち,かねもち,wealthy person
悪賢い,わるがしこい,"cunning, sly",見解,けんかい,"opinion, view",校舎,こうしゃ,school building,届ける,とどける,"deliver, give notice"
頻りに,しきりに,"frequently, repeatedly",理解,りかい,"understanding, comprehension",差す,さす,open (an umbrella),受ける,うける,"receive, accept"
ぴょんぴょん,ぴょんぴょん,"jump, hop",有料,ゆうりょう,"fee-charging, pay",娯楽,ごらく,"amusement, pastime",送る,おくる,send
せいぜい,せいぜい,at most,電力,でんりょく,"electric power, electricity",地,ち,"ground, place",心配,しんぱい,"anxiety, worry, good offices"
マヨネーズ,マヨネーズ,mayonnaise,消費,しょうひ,"consumption, spending",潰す,つぶす,"crush, smash",忘れ物,わすれもの,"something left behind, lost item"
秋分,しゅうぶん,autumnal equinox,うっかり,うっかり,"carelessly, accidentally",潰れる,つぶれる,crush,品物,しなもの,"article, thing"
春分,しゅんぶん,vernal equinox,商店,しょうてん,"shop, store",拡張,かくちょう,"expansion, extension",見物,けんぶつ,"sightseeing, visit"
不機嫌,ふきげん,"bad mood, displeasure",食品,しょくひん,"food, foodstuff",印刷,いんさつ,printing,都合,つごう,circumstances
一斉に,いっせいに,"all together, all at once",上品,じょうひん,"elegance, refinement",蛍光灯,けいこうとう,fluorescent lamp,村,むら,"village, hamlet"
刑務所,けいむしょ,prison,出来上がり,できあがり,"completion, finish",合図,あいず,"signal, sign",近所,きんじょ,neighborhood
罰金,ばっきん,"fine, penalty",段,だん,"step, grade",車掌,しゃしょう,train conductor,住所,じゅうしょ,"one's dwelling, address"
一般に,いっぱんに,"generally, in general",価値,かち,"value, merit",議長,ぎちょう,"chairman, president",不便,ふべん,inconvenient
物知り,ものしり,"knowledgeable person, know-it-all",ダイヤモンド,ダイヤモンド,diamond,閉会,へいかい,"closing, adjournment",知らせる,しらせる,"let know, inform"
返却,へんきゃく,return,格好,かっこう,"shape, appearance",中指,なかゆび,middle finger,決める,きめる,"decide, agree upon"
庁,ちょう,"public office, agency",だらしない,だらしない,"slovenly, untidy",挟む,はさむ,trap,決して,けっして,"never, by no means"
都庁,とちょう,Tokyo Metropolitan City Hall,うがい,うがい,gargling,塔,とう,"tower, pagoda",考える,かんがえる,"think, consider"
府庁,ふちょう,urban prefectural office,マイナス,マイナス,"minus, below zero",諦める,あきらめる,"abandon, give up",思う,おもう,think
つるつる,つるつる,"smooth, slippery",体温,たいおん,body temperature,誓う,ちかう,"vow, swear",思い出す,おもいだす,"recollect, recall"
てのひら,てのひら,palm,広告,こうこく,"public notice, advertisement",演奏,えんそう,musical performance,安心,あんしん,"peace of mind, relief"
あえて,あえて,boldly,書店,しょてん,bookstore,定期,ていき,"fixed term, regular",心,こころ,"heart, mind"
かえる,かえる,frog,広げる,ひろげる,"spread, unfold",包帯,ほうたい,"bandage, dressing",昔,むかし,"old times, the old days"
敷金,しききん,"deposit, key money",ぴかぴか,ぴかぴか,"new, shiny",撃つ,うつ,"fire, shoot",新聞社,しんぶんしゃ,newspaper office
取り敢えず,とりあえず,"for now, first of all",中古,ちゅうこ,secondhand goods,ずらり,ずらり,line up neatly,電報,でんぽう,telegram
わく,わく,well up,内,うち,inside,予備,よび,"reserve, spare",台風,たいふう,typhoon
ごろごろ,ごろごろ,rumble,用心,ようじん,"care, caution",泥,どろ,"mud, dirt",熱,ねつ,"heat, fever"
開ける,ひらける,"widen, develop",ふと,ふと,"suddenly, unexpectedly",ほどく,ほどく,"undo, unfasten",店員,てんいん,"clerk, salesperson"
零下,れいか,"below zero, sub-zero",いつまでも,いつまでも,forever,慰める,なぐさめる,"console, comfort",売り場,うりば,"sales floor, department"
暑中見舞い,しょちゅうみまい,summer greeting,上,かみ,"superiors, people in authority",へそ,へそ,"the navel, the bellybutton",用事,ようじ,"things to do, errand, business"
お仕舞い,おしまい,"finished, over",決心,けっしん,"determination, resolve",故郷,こきょう,"hometown, birthplace",用,よう,things to do
ひらりと,ひらりと,"lightly, delicately",知らせ,しらせ,"information, notice",朗らか,ほがらか,"cheerful, bright",無理,むり,"unreasonable, impossible, forced"
盆踊り,ぼんおどり,Bon Festival dance,知能,ちのう,"intelligence, mental capacity",枯れる,かれる,"wither, die",無くなる,なくなる,"disappear, run short, get lost"
銭湯,せんとう,"public bath, bathhouse",能,のう,noh play,空,から,"emptiness, hollow",無くす,なくす,"lose, get rid of"
セルフサービス,セルフサービス,self-service,不足,ふそく,"insufficiency, lack",揃える,そろえる,"align, make uniform",無理,むり,impossibility
くるくる,くるくる,"round and round, spin",小便,しょうべん,"urine, pee",一旦,いったん,"once, for a while",地理,ちり,geography
可愛がる,かわいがる,"love, cherish",手前,てまえ,in front,空中,くうちゅう,"in the air, in the sky",味,あじ,"taste, flavor"
百科事典,ひゃっかじてん,encyclopedia,大家,おおや,landlord,寿命,じゅみょう,life span,米,こめ,rice (grain)
飛び下りる,とびおりる,"jump off, jump down",地名,ちめい,place name,羨ましい,うらやましい,"envious, envy",屋上,おくじょう,"housetop, roof"
ぶら下がる,ぶらさがる,"hang down, dangle",来日,らいにち,coming to Japan,稽古,けいこ,"practice, learning",世界,せかい,world
生まれつき,うまれつき,"born, by nature",住まい,すまい,"dwelling, residence",商売,しょうばい,"trade, business",世話,せわ,"take care of, provide service"
戦場,せんじょう,"battlefield, front",合わせる,あわせる,"adjust, match",物凄い,ものすごい,tremendous,安全,あんぜん,"safety, security"
戦死,せんし,death in war,日帰り,ひがえり,a day trip,囁く,ささやく,whisper,社長,しゃちょう,president (of a company)
市外,しがい,"city outskirts, suburbs",都,みやこ,"capital, city",咳,せき,cough,遠く,とおく,great distance
がん,がん,cancer,セット,セット,set,喉,のど,the throat,最近,さいきん,"late, recent"
大正,たいしょう,Taisho era,物価,ぶっか,prices,吠える,ほえる,"bark, bay",今度,こんど,"this time, next time"
