W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,W7,W8
予想外,Unexpected,天気,weather,利用,use,躙り込む,crawl into,,,,,
止す,Stop,戸,door,人物,People,這い込む,crawl into,,,,,
酔う,Drunk,飛ぶ,fly,救急車,Ambulance,這いずり込む,crawl into,,,,,
容易,Easy,友達,friend,そうだ,"Yes, they are.",練り込む,knead,,,,,
容器,Container,止まる,stop,増え続ける,Increasingly,飲み込む,swallow,,,,,
用心,Cautious,隣,next door,きっかけ,How did it start?,挟み込む,tuck in,,,,,
陽気,Cheerfulness,十日,ten days,最終,Final,貼り込む,stick in,,,,,
要求,Demand,鳥,bird,百,Hundred,張り込む,stick in,,,,,
用紙,Paper,取る,take,試験,Test,封じ込む,seal in,,,,,
要素,Element,年,years,革命,Revolution,閉じ込む,shut in,,,,,
様子,appearance,図書館,Library,中心,Center,含み込む,contain,,,,,
要点,key point,時計,Clock,非公開,Private,降り込む,land on,,,,,
ようやく,Finally,時々,Sometimes,無言,silent,触れ込む,touch into,,,,,
余裕,Margin,所,place,分析,Analysis,掘り込む,dig into,,,,,
唯一,only,遠い,Far away,変わる,Change,曲がり込む,Bend in,,,,,
ゆるい,loose,撮る,Take,とにかく,Anyway,曲げ込む,bend into,,,,,
床,floor,とても,Very,雨,Rain,巻き込む,roll in,,,,,
愉快,Pleasant,疲れる,Tired,便り,news,紛れ込む,get mixed up,,,,,
行き,going,次,Next,土地,land,混ざり込む,mingle,,,,,
行き先,where to go,使う,Use,すれば,if you do,混じり込む,mix in,,,,,
許す,allow,一日,One day,肝臓,liver,混ぜ込む,mix in,,,,,
豊か,abundance,着く,arrive,読書,Reading,捲れ込む,mix in,,,,,
郵便,mail,机,desk,乗り続ける,Keep riding,捲り込む,crowd in,,,,,
遊園地,Amusement park,作る,make,言う,say,祭り込む,enshrine,,,,,
夕方,Evening,詰まらない,uncomfortable,北,North,祀り込む,enshrine,,,,,
友人,Friends,冷たい,cold,強固,strong,まぶし込む,mix in,,,,,
友情,Friendship,勤める,work,なに,what,回し込む,roll in,,,,,
勇気,Courage,強い,strong,最高,highest,回り込む,go around,,,,,
有効,Effective,上,Up,花壇,flower bed,持ち込む,bring in,,,,,
友好,Friendship,生まれる,Born,悪口,bad language,縺れ込む,tangle,,,,,
有能,Effective,海,Sea,動物園,Zoo,揉み込む,rub in,,,,,
有利,Advantageous,売る,Sell,一人,Alone,盛り込む,embellish,,,,,
有料,Paid,煩い,annoying,ランチ,Lunch,窶れ込む,be worn out,,,,,
優勝,First place,後ろ,back,無効,Invalid,蹌踉け込む,stagger,,,,,
優秀,Excellent,薄い,Thin,データ,Data,鋤き込む,plow,,,,,
郵送,Mail,歌,song,降り続く,continues to fall,成り込む,become,,,,,
譲る,give away,歌う,sing,痛手,pain,計り込む,measure,,,,,
稍,a little,上着,jacket,責任者,Responsible party,量り込む,measure,,,,,
材料,Material,若い,young,安全,Safety,,,,,,,
財産,property,分かる,Understand,長い,Long,,,,,,,
残業,Overtime,悪い,Bad,毎月,Every month,,,,,,,
座席,Seat,忘れる,Forget,悲しむ,Sad,,,,,,,
ざっと,briefly,私,I,ぎこちない,Awkward,,,,,,,
是非,By all means,渡る,Pass,会社,Company,,,,,,,
税金,Taxes,渡す,Cross,行く,go,,,,,,,
贅沢,Luxury,山,Mountain,行き渡る,go across,,,,,,,
善,Good,やる,I'll do it.,ところで,by the way,,,,,,,
前後,before and after,野菜,Vegetables,手,hand,,,,,,,
全員,All,安い,Cheap,しかし,But,,,,,,,
前日,Before,休み,Rest,肉,flesh,,,,,,,
全国,Nationwide,休む,Rest,ここ,here,,,,,,,
前者,Previous,呼ぶ,Call,日,day,,,,,,,
前進,Forward,四日,four days,気に入る,You'll like,,,,,,,
全身,Whole,横,side,助手,helper,,,,,,,
全体,Whole,読む,read,開始,Start,,,,,,,
絶対,Absolute,夜,night,弟,Brother,,,,,,,
絶滅,Extinction,洋服,Western clothes,橋,Bridge,,,,,,,
象,Elephant,八日,eight days,敵,Enemy,,,,,,,
増加,Increase,弱い,Weak,頭,Head,,,,,,,
図,Figure,雪,Snow,弾く,Bullet,,,,,,,
随分,much,ゆっくり,Slowly,時計,Clock,,,,,,,
ずっと,All along,郵便局,Post office,公園,Park,,,,,,,
頭痛,Headache,有名,Famous,生徒,Student,,,,,,,
