Sentences,Translation
昨日の夜からずっと雨が降り続いている。,It's been raining since last night.
私は一生、この街に住み続けるつもりです。,I'm going to live in this city for the rest of my life.
ジョンさんはおしゃべりが大好きで、さっきからずっと話し続けている。,"Mr. John loves to talk, and he has been talking for a while now."
娘は彼氏と電話で１時間以上も話し続けている。,My daughter has been talking on the phone with her boyfriend for over an hour.
上司が締めの挨拶をしている時も田中さんは食べ続けていた。,Mr. Tanaka kept eating even when his boss was giving the closing remarks.
努力し続けていると、いつかきっと成功しますよ。,"If you keep working hard, you will succeed one day."
日本の若い人の数は減り続けている。,The number of young people in Japan continues to decrease.
パソコンやスマホの画面を長時間、見続けるのはよくないですよ。,It's not good to keep looking at the screen of a computer or smartphone for a long time.
どんなに辛くても前に向かって走り続けます。,"No matter how hard it is, I will keep running forward."
さっき、山田って人から電話あったよ。,I just got a call from a guy named Yamada.
納豆って美味しいの？,Is natto good?
侍ってもう日本にいないんだね。,"Samurai are no longer in Japan, aren't they?"
私の家には「タマ」って猫がいるよ。,I have a cat called Tama at home.
「鬼滅の刃」って漫画を知ってる？,"Have you ever heard of the manga ""Onimei no Bako""?"
日本語って本当に難しいね。,Japanese is really difficult.
これってどう食べたらいいの？,How should I eat this?
肉じゃがってどうやって作るの？,How do you make meat and potatoes?
「ベルーズ」ってレストラン知ってる？,"Do you know a restaurant called ""Belle's""?"
日本って本当にきれいだよね。道にゴミは落ちてないし。,"Japan is really clean, isn't it? There is no trash on the street."
夏休みは国へ帰るつもりです。,I plan to go back to my country during the summer vacation.
将来は弁護士になるつもりです。,I'm going to be a lawyer in the future.
来週から１週間、会社を休むつもりです。,I'm going to take a week off from work next week.
ジョンさん、作文は何について書くつもりですか。,"What do you plan to write about in your essay, Mr. John?"
４月から中国語の勉強を始めるつもりです。,I'm going to start studying Chinese in April.
来年、この会社を辞めるつもりです。,I'm going to quit this company next year.
今、結婚願望はないですが、３０歳になるまでには結婚するつもりです。,"I don't want to get married now, but I plan to do so before I turn 30."
トムさんは金曜日のパーティーに参加しないつもりです。,Mr. Tom is not going to attend the party on Friday.
来週の月曜までにこのレポートを完成させるつもりで、今頑張っています。,I'm working hard to complete this report by next Monday.
